,idx,hair
4201,8618,1
4202,8619,1
4203,8620,6
4204,8622,8
4205,8623,1
4206,8625,4
4207,8629,3
4208,8631,0
4209,8632,6
4210,8633,3
4211,8638,6
4212,8639,3
4213,8640,0
4214,8644,9
4215,8645,7
4216,8648,3
4217,8649,2
4218,8651,8
4219,8652,2
4220,8653,9
4221,8655,10
4222,8656,3
4223,8657,7
4224,8658,5
4225,8660,6
4226,8661,3
4227,8662,0
4228,8663,9
4229,8664,3
4230,8665,2
4231,8666,9
4232,8668,0
4233,8670,3
4234,8674,9
4235,8679,9
4236,8681,6
4237,8685,0
4238,8686,0
4239,8687,0
4240,8688,9
4241,8689,1
4242,8695,0
4243,8696,9
4244,8699,0
4245,8700,8
4246,8702,4
4247,8704,6
4248,8706,0
4249,8707,9
4250,8710,0
4251,8713,2
4252,8714,3
4253,8715,0
4254,8717,9
4255,8718,8
4256,8719,0
4257,8720,0
4258,8721,6
4259,8722,6
4260,8725,0
4261,8727,0
4262,8730,1
4263,8731,6
4264,8732,6
4265,8734,0
4266,8735,6
4267,8737,7
4268,8738,0
4269,8739,9
4270,8741,10
4271,8742,4
4272,8744,6
4273,8747,1
4274,8748,9
4275,8749,2
4276,8750,9
4277,8751,8
4278,8752,0
4279,8753,5
4280,8757,9
4281,8759,6
4282,8760,3
4283,8761,9
4284,8763,7
4285,8764,6
4286,8765,7
4287,8766,9
4288,8767,3
4289,8770,8
4290,8771,11
4291,8772,6
4292,8773,2
4293,8774,3
4294,8775,3
4295,8777,7
4296,8781,7
4297,8782,0
4298,8789,6
4299,8791,0
4300,8793,0
4301,8796,8
4302,8797,9
4303,8798,1
4304,8799,6
4305,8801,8
4306,8803,10
4307,8806,1
4308,8807,9
4309,8808,9
4310,8809,9
4311,8810,4
4312,8813,8
4313,8814,6
4314,8815,7
4315,8816,0
4316,8817,0
4317,8820,0
4318,8821,8
4319,8823,6
4320,8825,3
4321,8826,5
4322,8827,0
4323,8830,0
4324,8834,7
4325,8835,9
4326,8838,0
4327,8839,8
4328,8840,0
4329,8841,6
4330,8844,6
4331,8845,3
4332,8847,6
4333,8849,6
4334,8850,0
4335,8855,0
4336,8856,3
4337,8858,9
4338,8859,0
4339,8862,9
4340,8863,9
4341,8866,6
4342,8867,7
4343,8869,0
4344,8871,3
4345,8872,6
4346,8873,8
4347,8876,6
4348,8878,3
4349,8880,9
4350,8882,5
4351,8885,4
4352,8888,6
4353,8889,1
4354,8897,4
4355,8898,0
4356,8899,8
4357,8901,9
4358,8903,6
4359,8907,0
4360,8909,9
4361,8910,0
4362,8913,2
4363,8915,4
4364,8916,3
4365,8919,3
4366,8921,3
4367,8922,0
4368,8923,0
4369,8925,6
4370,8928,6
4371,8930,6
4372,8931,0
4373,8935,0
4374,8937,4
4375,8939,4
4376,8941,9
4377,8943,0
4378,8945,6
4379,8946,2
4380,8948,6
4381,8950,9
4382,8954,6
4383,8955,9
4384,8956,4
4385,8959,0
4386,8961,0
4387,8962,9
4388,8965,0
4389,8969,6
4390,8970,2
4391,8972,8
4392,8976,6
4393,8980,6
4394,8981,3
4395,8982,3
4396,8984,6
4397,8986,7
4398,8988,0
4399,8990,6
4400,8991,7
4401,8993,4
4402,8994,8
4403,8998,0
4404,8999,6
4405,9000,4
4406,9001,6
4407,9002,6
4408,9005,0
4409,9008,0
4410,9012,10
4411,9013,0
4412,9014,9
4413,9016,5
4414,9017,10
4415,9019,6
4416,9021,0
4417,9024,8
4418,9026,6
4419,9028,0
4420,9029,7
4421,9031,10
4422,9032,0
4423,9034,0
4424,9037,0
4425,9038,10
4426,9040,0
4427,9041,8
4428,9043,9
4429,9044,0
4430,9047,9
4431,9048,3
4432,9050,9
4433,9051,9
4434,9053,6
4435,9055,8
4436,9057,6
4437,9060,4
4438,9062,0
4439,9063,7
4440,9064,0
4441,9066,9
4442,9067,0
4443,9068,6
4444,9069,9
4445,9072,7
4446,9073,9
4447,9074,5
4448,9077,8
4449,9079,0
4450,9083,0
4451,9084,4
4452,9085,2
4453,9086,6
4454,9088,0
4455,9093,0
4456,9094,0
4457,9098,1
4458,9099,4
4459,9101,9
4460,9102,8
4461,9103,0
4462,9104,1
4463,9107,9
4464,9112,1
4465,9114,3
4466,9117,9
4467,9118,8
4468,9119,4
4469,9120,8
4470,9121,1
4471,9124,3
4472,9125,8
4473,9126,5
4474,9127,2
4475,9129,6
4476,9130,3
4477,9131,3
4478,9133,9
4479,9135,3
4480,9136,4
4481,9139,0
4482,9141,0
4483,9144,4
4484,9147,8
4485,9148,8
4486,9150,9
4487,9153,3
4488,9156,10
4489,9157,9
4490,9160,10
4491,9167,9
4492,9168,9
4493,9170,8
4494,9175,0
4495,9176,5
4496,9177,6
4497,9180,1
4498,9184,0
4499,9186,0
4500,9189,9
4501,9190,3
4502,9194,3
4503,9200,6
4504,9201,0
4505,9204,9
4506,9207,9
4507,9209,5
4508,9212,10
4509,9214,5
4510,9215,2
4511,9218,3
4512,9219,9
4513,9222,9
4514,9227,6
4515,9230,2
4516,9231,0
4517,9232,3
4518,9233,9
4519,9234,9
4520,9237,1
4521,9238,9
4522,9239,6
4523,9242,3
4524,9243,9
4525,9244,0
4526,9245,3
4527,9250,8
4528,9251,9
4529,9253,9
4530,9254,9
4531,9255,3
4532,9260,9
4533,9261,0
4534,9262,6
4535,9265,3
4536,9268,0
4537,9269,4
4538,9273,9
4539,9275,0
4540,9276,4
4541,9278,0
4542,9283,5
4543,9284,1
4544,9285,0
4545,9291,3
4546,9292,8
4547,9293,7
4548,9295,6
4549,9296,4
4550,9298,0
4551,9303,6
4552,9305,6
4553,9306,6
4554,9311,6
4555,9316,0
4556,9318,0
4557,9319,4
4558,9320,9
4559,9321,7
4560,9323,9
4561,9330,3
4562,9331,0
4563,9336,0
4564,9338,8
4565,9339,0
4566,9343,0
4567,9344,10
4568,9349,3
4569,9355,9
4570,9356,0
4571,9360,4
4572,9361,1
4573,9362,9
4574,9363,1
4575,9364,9
4576,9366,0
4577,9368,6
4578,9369,7
4579,9374,3
4580,9380,4
4581,9381,7
4582,9382,1
4583,9386,0
4584,9389,7
4585,9390,6
4586,9395,7
4587,9396,5
4588,9398,4
4589,9402,0
4590,9404,0
4591,9406,3
4592,9410,3
4593,9413,9
4594,9414,0
4595,9418,6
4596,9419,8
4597,9422,3
4598,9425,8
4599,9427,0
4600,9428,2
4601,9434,3
4602,9435,3
4603,9443,3
4604,9444,1
4605,9446,6
4606,9447,9
4607,9449,9
4608,9450,0
4609,9452,4
4610,9455,4
4611,9459,0
4612,9461,8
4613,9464,7
4614,9468,9
4615,9469,0
4616,9471,10
4617,9472,7
4618,9473,0
4619,9475,1
4620,9476,0
4621,9477,11
4622,9479,0
4623,9481,9
4624,9484,9
4625,9487,0
4626,9488,1
4627,9489,0
4628,9490,6
4629,9491,10
4630,9493,6
4631,9494,9
4632,9496,7
4633,9497,10
4634,9499,3
4635,9500,3
4636,9503,8
4637,9504,9
4638,9507,0
4639,9508,6
4640,9509,9
4641,9510,9
4642,9515,10
4643,9518,1
4644,9521,6
4645,9522,0
4646,9523,6
4647,9525,6
4648,9526,5
4649,9527,9
4650,9528,4
4651,9530,1
4652,9531,0
4653,9535,6
4654,9538,0
4655,9540,9
4656,9542,1
4657,9543,3
4658,9544,3
4659,9545,0
4660,9548,10
4661,9549,9
4662,9551,0
4663,9552,8
4664,9553,11
4665,9554,4
4666,9555,3
4667,9556,3
4668,9557,2
4669,9558,0
4670,9559,0
4671,9560,0
4672,9563,3
4673,9567,1
4674,9568,3
4675,9569,0
4676,9570,2
4677,9571,6
4678,9572,2
4679,9575,3
4680,9579,0
4681,9580,4
4682,9584,6
4683,9587,0
4684,9588,9
4685,9589,6
4686,9590,9
4687,9593,0
4688,9594,8
4689,9595,9
4690,9596,6
4691,9600,6
4692,9603,0
4693,9604,5
4694,9605,10
4695,9606,0
4696,9609,0
4697,9610,2
4698,9613,0
4699,9614,7
4700,9617,10
4701,9618,9
4702,9619,7
4703,9620,10
4704,9621,6
4705,9622,6
4706,9625,3
4707,9626,10
4708,9627,6
4709,9629,6
4710,9630,0
4711,9632,8
4712,9635,6
4713,9638,9
4714,9640,2
4715,9641,8
4716,9644,9
4717,9645,0
4718,9646,9
4719,9647,1
4720,9649,5
4721,9650,5
4722,9656,0
4723,9657,4
4724,9658,9
4725,9663,8
4726,9664,10
4727,9668,0
4728,9671,1
4729,9677,1
4730,9682,8
4731,9683,0
4732,9684,8
4733,9685,0
4734,9687,5
4735,9688,9
4736,9689,0
4737,9690,4
4738,9691,1
4739,9692,1
4740,9693,8
4741,9696,9
4742,9697,8
4743,9698,0
4744,9699,0
4745,9704,0
4746,9705,8
4747,9715,7
4748,9716,6
4749,9720,3
4750,9727,3
4751,9728,7
4752,9732,9
4753,9737,2
4754,9738,2
4755,9741,1
4756,9744,9
4757,9745,2
4758,9746,9
4759,9747,0
4760,9748,3
4761,9756,3
4762,9758,8
4763,9760,9
4764,9761,9
4765,9763,5
4766,9766,6
4767,9770,8
4768,9771,5
4769,9772,4
4770,9775,0
4771,9776,1
4772,9778,0
4773,9779,6
4774,9781,1
4775,9783,7
4776,9784,1
4777,9786,6
4778,9788,6
4779,9790,10
4780,9792,10
4781,9794,9
4782,9798,6
4783,9799,0
4784,9801,7
4785,9802,1
4786,9805,1
4787,9806,11
4788,9807,5
4789,9809,0
4790,9812,2
4791,9813,6
4792,9814,4
4793,9818,0
4794,9822,5
4795,9823,9
4796,9825,0
4797,9826,9
4798,9828,9
4799,9829,3
4800,9833,3
4801,9836,9
4802,9837,5
4803,9838,6
4804,9842,0
4805,9846,0
4806,9847,3
4807,9851,3
4808,9852,7
4809,9854,0
4810,9855,8
4811,9856,8
4812,9857,0
4813,9859,9
4814,9861,4
4815,9862,9
4816,9864,6
4817,9868,0
4818,9869,3
4819,9870,6
4820,9872,6
4821,9874,3
4822,9875,7
4823,9877,1
4824,9879,6
4825,9880,4
4826,9882,6
4827,9885,4
4828,9888,11
4829,9889,9
4830,9890,5
4831,9892,6
4832,9893,6
4833,9894,4
4834,9895,0
4835,9896,3
4836,9897,9
4837,9900,4
4838,9901,10
4839,9902,6
4840,9903,8
4841,9904,0
4842,9907,6
4843,9909,4
4844,9912,6
4845,9913,7
4846,9916,8
4847,9917,6
4848,9918,6
4849,9922,4
4850,9923,0
4851,9924,5
4852,9925,9
4853,9926,0
4854,9927,5
4855,9930,9
4856,9935,1
4857,9937,0
4858,9938,4
4859,9939,3
4860,9942,6
4861,9945,9
4862,9946,6
4863,9947,0
4864,9948,0
4865,9952,0
4866,9953,9
4867,9954,7
4868,9955,6
4869,9956,3
4870,9960,8
4871,9965,5
4872,9967,6
4873,9968,8
4874,9969,8
4875,9970,5
4876,9973,0
4877,9975,9
4878,9977,8
4879,9979,0
4880,9981,6
4881,9984,0
4882,9986,3
4883,9987,5
4884,9989,10
4885,9991,3
4886,9995,8
4887,9996,7
4888,9999,9
4889,10004,9
4890,10006,10
4891,10007,5
4892,10013,5
4893,10016,7
4894,10020,9
4895,10023,6
4896,10024,6
4897,10026,6
4898,10027,8
4899,10028,9
4900,10029,9
4901,10032,9
4902,10033,6
4903,10034,3
4904,10035,0
4905,10039,0
4906,10041,9
4907,10042,0
4908,10044,3
4909,10046,9
4910,10047,8
4911,10048,6
4912,10049,9
4913,10050,0
4914,10052,3
4915,10053,6
4916,10055,3
4917,10056,1
4918,10057,9
4919,10059,5
4920,10060,3
4921,10063,0
4922,10066,9
4923,10067,9
4924,10068,1
4925,10071,6
4926,10072,9
4927,10073,0
4928,10076,7
4929,10079,3
4930,10080,1
4931,10081,9
4932,10083,9
4933,10084,7
4934,10085,6
4935,10086,9
4936,10091,10
4937,10095,3
4938,10096,0
4939,10097,6
4940,10101,9
4941,10103,7
4942,10104,4
4943,10105,6
4944,10106,6
4945,10108,3
4946,10109,0
4947,10111,1
4948,10112,2
4949,10114,9
4950,10115,7
4951,10116,9
4952,10118,4
4953,10119,9
4954,10120,7
4955,10123,8
4956,10124,0
4957,10125,7
4958,10126,0
4959,10130,8
4960,10131,1
4961,10133,0
4962,10135,0
4963,10137,0
4964,10139,11
4965,10140,5
4966,10141,7
4967,10144,9
4968,10146,2
4969,10147,8
4970,10148,6
4971,10152,6
4972,10154,6
4973,10156,9
4974,10157,2
4975,10158,10
4976,10159,1
4977,10160,6
4978,10161,1
4979,10162,8
4980,10163,0
4981,10165,0
4982,10166,2
4983,10168,5
4984,10172,9
4985,10174,6
4986,10175,8
4987,10176,6
4988,10178,3
4989,10180,6
4990,10181,6
4991,10182,6
4992,10183,4
4993,10184,6
4994,10185,8
4995,10186,1
4996,10187,6
4997,10188,6
4998,10189,9
4999,10191,0
5000,10194,7
5001,10196,9
5002,10198,3
5003,10199,6
5004,10201,6
5005,10202,9
5006,10203,2
5007,10207,6
5008,10212,6
5009,10213,2
5010,10215,6
5011,10217,1
5012,10219,7
5013,10220,6
5014,10221,2
5015,10222,9
5016,10226,9
5017,10227,8
5018,10228,9
5019,10229,0
5020,10231,9
5021,10234,5
5022,10236,0
5023,10241,8
5024,10242,7
5025,10243,1
5026,10244,4
5027,10247,5
5028,10248,7
5029,10249,7
5030,10250,0
5031,10251,0
5032,10252,1
5033,10253,0
5034,10255,6
5035,10256,9
5036,10258,0
5037,10260,6
5038,10262,0
5039,10266,7
5040,10267,9
5041,10269,5
5042,10270,0
5043,10271,7
5044,10274,4
5045,10276,0
5046,10277,9
5047,10278,6
5048,10279,9
5049,10281,6
5050,10282,1
5051,10283,2
5052,10284,0
5053,10285,7
5054,10293,6
5055,10294,6
5056,10296,9
5057,10297,7
5058,10298,6
5059,10300,0
5060,10302,0
5061,10303,6
5062,10308,9
5063,10312,3
5064,10315,0
5065,10316,0
5066,10319,9
5067,10322,0
5068,10327,9
5069,10328,5
5070,10329,0
5071,10331,6
5072,10334,0
5073,10335,3
5074,10339,2
5075,10340,0
5076,10341,6
5077,10342,6
5078,10345,3
5079,10347,0
5080,10349,0
5081,10351,9
5082,10352,4
5083,10358,2
5084,10363,8
5085,10364,0
5086,10366,0
5087,10367,8
5088,10368,1
5089,10369,6
5090,10375,6
5091,10376,4
5092,10378,9
5093,10379,4
5094,10382,6
5095,10383,2
5096,10386,0
5097,10387,3
5098,10389,6
5099,10390,9
5100,10393,9
5101,10398,7
5102,10399,1
5103,10400,1
5104,10401,6
5105,10402,2
5106,10404,9
5107,10405,6
5108,10407,3
5109,10409,6
5110,10411,8
5111,10413,9
5112,10414,7
5113,10417,9
5114,10418,3
5115,10419,0
5116,10421,7
5117,10425,9
5118,10426,0
5119,10427,4
5120,10428,9
5121,10429,5
5122,10434,9
5123,10436,8
5124,10444,9
5125,10445,0
5126,10446,6
5127,10450,6
5128,10452,10
5129,10454,0
5130,10455,8
5131,10456,9
5132,10461,0
5133,10465,0
5134,10467,4
5135,10468,0
5136,10471,7
5137,10474,9
5138,10475,6
5139,10476,3
5140,10481,9
5141,10482,5
5142,10483,6
5143,10484,8
5144,10486,6
5145,10487,6
5146,10488,6
5147,10489,0
5148,10490,5
5149,10491,0
5150,10492,5
5151,10493,4
5152,10495,9
5153,10497,0
5154,10498,2
5155,10502,9
5156,10503,7
5157,10504,0
5158,10505,0
5159,10508,0
5160,10510,9
5161,10512,9
5162,10515,0
5163,10517,5
5164,10521,6
5165,10522,6
5166,10524,6
5167,10525,9
5168,10528,0
5169,10529,0
5170,10530,9
5171,10533,6
5172,10534,0
5173,10536,3
5174,10539,2
5175,10540,0
5176,10542,9
5177,10552,9
5178,10554,8
5179,10555,3
5180,10556,2
5181,10559,6
5182,10563,0
5183,10564,10
5184,10567,6
5185,10568,1
5186,10569,2
5187,10571,1
5188,10572,3
5189,10574,0
5190,10575,0
5191,10577,1
5192,10579,0
5193,10582,0
5194,10584,3
5195,10590,3
5196,10591,0
5197,10594,6
5198,10595,0
5199,10597,9
5200,10599,10
5201,10601,9
5202,10606,3
5203,10608,8
5204,10609,0
5205,10610,0
5206,10611,8
5207,10612,6
5208,10614,0
5209,10615,9
5210,10620,9
5211,10621,0
5212,10622,3
5213,10623,7
5214,10624,0
5215,10625,8
5216,10630,5
5217,10636,9
5218,10637,3
5219,10639,4
5220,10640,6
5221,10641,9
5222,10642,6
5223,10643,6
5224,10645,4
5225,10650,9
5226,10652,9
5227,10656,1
5228,10657,9
5229,10658,6
5230,10659,6
5231,10661,8
5232,10664,3
5233,10666,5
5234,10667,5
5235,10668,7
5236,10669,1
5237,10671,6
5238,10674,5
5239,10675,4
5240,10679,3
5241,10681,8
5242,10682,6
5243,10683,3
5244,10684,0
5245,10685,0
5246,10686,5
5247,10687,0
5248,10688,8
5249,10689,6
5250,10695,6
5251,10697,8
5252,10698,9
5253,10702,9
5254,10703,6
5255,10710,2
5256,10713,6
5257,10717,6
5258,10719,3
5259,10720,9
5260,10721,0
5261,10722,9
5262,10724,8
5263,10726,6
5264,10727,0
5265,10728,0
5266,10729,6
5267,10730,0
5268,10731,7
5269,10732,9
5270,10734,0
5271,10735,5
5272,10736,0
5273,10737,1
5274,10738,9
5275,10739,6
5276,10742,3
5277,10743,9
5278,10744,3
5279,10745,6
5280,10746,0
5281,10747,8
5282,10749,0
5283,10752,3
5284,10754,1
5285,10758,10
5286,10760,3
5287,10761,3
5288,10762,0
5289,10763,8
5290,10770,6
5291,10771,7
5292,10772,6
5293,10773,9
5294,10775,9
5295,10778,5
5296,10782,7
5297,10783,6
5298,10787,8
5299,10789,9
5300,10790,3
5301,10791,2
5302,10792,3
5303,10794,0
5304,10796,9
5305,10798,8
5306,10799,4
5307,10800,4
5308,10806,8
5309,10808,10
5310,10809,6
5311,10811,7
5312,10813,6
5313,10814,9
5314,10815,6
5315,10816,9
5316,10817,0
5317,10818,0
5318,10819,0
5319,10821,9
5320,10824,5
5321,10827,6
5322,10831,6
5323,10832,0
5324,10838,1
5325,10841,1
5326,10846,8
5327,10847,1
5328,10848,0
5329,10850,9
5330,10855,6
5331,10861,7
5332,10864,8
5333,10865,3
5334,10866,4
5335,10867,9
5336,10871,7
5337,10872,8
5338,10873,8
5339,10875,4
5340,10877,9
5341,10878,4
5342,10879,9
5343,10880,6
5344,10882,9
5345,10883,0
5346,10886,5
5347,10887,4
5348,10889,6
5349,10890,9
5350,10891,8
5351,10892,4
5352,10894,9
5353,10895,0
5354,10897,7
5355,10898,8
5356,10899,9
5357,10900,0
5358,10901,0
5359,10902,6
5360,10911,9
5361,10912,4
5362,10913,8
5363,10914,9
5364,10916,9
5365,10917,5
5366,10918,0
5367,10920,1
5368,10930,6
5369,10931,0
5370,10932,3
5371,10933,8
5372,10934,0
5373,10938,6
5374,10939,1
5375,10941,11
5376,10942,8
5377,10943,1
5378,10946,2
5379,10949,9
5380,10950,3
5381,10951,9
5382,10956,6
5383,10960,9
5384,10963,1
5385,10967,0
5386,10970,1
5387,10971,9
5388,10974,6
5389,10976,4
5390,10979,9
5391,10981,6
5392,10982,0
5393,10984,4
5394,10987,8
5395,10989,8
5396,10990,7
5397,10992,2
5398,10993,0
5399,10995,3
5400,10996,2
5401,10997,1
5402,10998,3
5403,10999,1
5404,11002,0
5405,11004,3
5406,11005,9
5407,11006,8
5408,11007,7
5409,11009,10
5410,11010,8
5411,11016,8
5412,11021,6
5413,11022,2
5414,11028,6
5415,11029,3
5416,11030,3
5417,11031,8
5418,11037,7
5419,11038,3
5420,11042,2
5421,11044,8
5422,11045,6
5423,11048,6
5424,11050,0
5425,11052,4
5426,11054,9
5427,11057,9
5428,11060,6
5429,11063,6
5430,11067,9
5431,11074,3
5432,11076,3
5433,11078,6
5434,11080,9
5435,11088,9
5436,11090,2
5437,11091,9
5438,11093,6
5439,11096,9
5440,11097,9
5441,11099,0
5442,11100,6
5443,11103,0
5444,11105,8
5445,11107,9
5446,11108,0
5447,11109,9
5448,11115,0
5449,11116,10
5450,11119,0
5451,11121,1
5452,11122,7
5453,11124,6
5454,11125,0
5455,11128,6
5456,11129,9
5457,11130,7
5458,11131,0
5459,11135,0
5460,11136,2
5461,11138,3
5462,11139,10
5463,11143,0
5464,11149,9
5465,11150,7
5466,11151,9
5467,11152,9
5468,11156,6
5469,11159,3
5470,11161,3
5471,11162,8
5472,11163,8
5473,11171,5
5474,11173,3
5475,11178,9
5476,11179,1
5477,11180,3
5478,11181,4
5479,11182,0
5480,11183,4
5481,11185,3
5482,11187,2
5483,11188,6
5484,11190,1
5485,11192,0
5486,11194,3
5487,11195,7
5488,11196,0
5489,11203,3
5490,11205,8
5491,11210,9
5492,11212,9
5493,11215,8
5494,11216,9
5495,11218,0
5496,11219,7
5497,11221,6
5498,11222,2
5499,11223,6
5500,11225,6
5501,11226,10
5502,11227,6
5503,11228,7
5504,11229,9
5505,11230,3
5506,11231,0
5507,11233,6
5508,11235,9
5509,11236,9
5510,11237,3
5511,11238,2
5512,11239,2
5513,11241,5
5514,11244,0
5515,11245,10
5516,11246,7
5517,11250,6
5518,11258,2
5519,11261,0
5520,11263,0
5521,11265,0
5522,11266,3
5523,11267,10
5524,11268,9
5525,11269,9
5526,11270,4
5527,11272,7
5528,11273,6
5529,11275,7
5530,11278,6
5531,11279,8
5532,11280,3
5533,11282,8
5534,11283,4
5535,11285,0
5536,11286,1
5537,11288,6
5538,11290,6
5539,11291,6
5540,11292,4
5541,11293,6
5542,11297,8
5543,11298,1
5544,11299,9
5545,11303,8
5546,11304,9
5547,11305,6
5548,11308,2
5549,11309,0
5550,11310,8
5551,11312,6
5552,11314,6
5553,11315,11
5554,11317,0
5555,11323,10
5556,11324,3
5557,11326,0
5558,11327,0
5559,11328,0
5560,11334,6
5561,11337,0
5562,11339,1
5563,11342,5
5564,11346,6
5565,11349,6
5566,11350,9
5567,11353,6
5568,11354,7
5569,11356,0
5570,11357,0
5571,11358,1
5572,11362,6
5573,11363,11
5574,11364,10
5575,11365,9
5576,11367,2
5577,11370,6
5578,11371,10
5579,11373,0
5580,11376,8
5581,11379,3
5582,11381,0
5583,11382,0
5584,11383,0
5585,11385,7
5586,11387,6
5587,11388,3
5588,11390,6
5589,11392,3
5590,11393,0
5591,11394,9
5592,11398,6
5593,11401,3
5594,11402,1
5595,11403,4
5596,11404,0
5597,11405,4
5598,11412,0
5599,11414,6
5600,11415,11
5601,11416,1
5602,11422,1
5603,11423,6
5604,11426,8
5605,11429,8
5606,11431,0
5607,11433,9
5608,11434,5
5609,11435,9
5610,11438,3
5611,11446,3
5612,11448,9
5613,11449,8
5614,11450,0
5615,11455,1
5616,11459,9
5617,11461,0
5618,11462,6
5619,11465,6
5620,11467,0
5621,11468,9
5622,11469,6
5623,11472,0
5624,11474,3
5625,11478,0
5626,11480,6
5627,11481,8
5628,11484,4
5629,11485,0
5630,11488,3
5631,11494,3
5632,11499,0
5633,11500,9
5634,11502,9
5635,11503,10
5636,11505,6
5637,11506,8
5638,11510,9
5639,11511,3
5640,11513,1
5641,11514,4
5642,11517,9
5643,11518,11
5644,11520,9
5645,11525,1
5646,11526,0
5647,11529,9
5648,11530,4
5649,11531,11
5650,11534,0
5651,11540,3
5652,11545,9
5653,11547,8
5654,11548,0
5655,11549,0
5656,11551,0
5657,11552,6
5658,11553,0
5659,11554,5
5660,11556,0
5661,11557,7
5662,11559,1
5663,11563,9
5664,11564,9
5665,11569,9
5666,11573,6
5667,11575,3
5668,11580,9
5669,11581,6
5670,11582,2
5671,11585,8
5672,11587,10
5673,11589,6
5674,11590,5
5675,11591,7
5676,11592,1
5677,11593,10
5678,11594,0
5679,11595,0
5680,11599,6
5681,11603,8
5682,11607,0
5683,11608,0
5684,11609,0
5685,11611,11
5686,11613,3
5687,11620,9
5688,11621,0
5689,11625,6
5690,11627,9
5691,11628,4
5692,11633,6
5693,11635,9
5694,11636,3
5695,11637,6
5696,11638,0
5697,11639,9
5698,11640,7
5699,11641,8
5700,11644,5
5701,11645,0
5702,11646,11
5703,11649,6
5704,11650,8
5705,11654,8
5706,11657,2
5707,11658,9
5708,11659,8
5709,11660,3
5710,11663,7
5711,11664,0
5712,11665,2
5713,11668,3
5714,11669,3
5715,11672,6
5716,11673,0
5717,11676,9
5718,11679,9
5719,11681,8
5720,11683,9
5721,11684,9
5722,11687,6
5723,11689,0
5724,11690,5
5725,11692,0
5726,11694,10
5727,11695,9
5728,11697,6
5729,11699,5
5730,11701,9
5731,11702,9
5732,11704,8
5733,11706,10
5734,11707,0
5735,11708,6
5736,11712,7
5737,11713,0
5738,11714,9
5739,11715,6
5740,11716,3
5741,11717,1
5742,11720,3
5743,11722,10
5744,11724,6
5745,11726,10
5746,11727,3
5747,11729,6
5748,11735,9
5749,11737,4
5750,11739,9
5751,11740,10
5752,11743,8
5753,11747,10
5754,11750,0
5755,11753,1
5756,11754,9
5757,11757,3
5758,11760,9
5759,11761,8
5760,11765,5
5761,11766,6
5762,11767,8
5763,11768,0
5764,11769,6
5765,11771,10
5766,11772,9
5767,11773,8
5768,11775,9
5769,11783,7
5770,11785,10
5771,11786,3
5772,11787,9
5773,11788,5
5774,11789,0
5775,11791,3
5776,11793,0
5777,11794,9
5778,11796,2
5779,11798,1
5780,11801,3
5781,11802,9
5782,11803,6
5783,11805,5
5784,11806,6
5785,11807,9
5786,11810,0
5787,11811,0
5788,11812,3
5789,11814,2
5790,11821,3
5791,11824,4
5792,11825,9
5793,11826,1
5794,11827,0
5795,11828,3
5796,11830,7
5797,11831,6
5798,11832,2
5799,11833,2
5800,11836,9
5801,11837,6
5802,11839,6
5803,11841,7
5804,11842,0
5805,11844,4
5806,11846,0
5807,11851,9
5808,11852,9
5809,11853,9
5810,11855,8
5811,11856,5
5812,11858,8
5813,11859,0
5814,11861,2
5815,11862,0
5816,11864,0
5817,11866,0
5818,11867,6
5819,11869,9
5820,11871,5
5821,11874,9
5822,11875,9
5823,11877,9
5824,11878,3
5825,11879,9
5826,11881,5
5827,11884,0
5828,11885,0
5829,11888,10
5830,11892,0
5831,11893,3
5832,11894,0
5833,11897,7
5834,11900,10
5835,11902,7
5836,11905,0
5837,11908,7
5838,11910,9
5839,11911,0
5840,11918,0
5841,11920,6
5842,11926,9
5843,11930,0
5844,11931,7
5845,11932,6
5846,11940,6
5847,11941,1
5848,11942,6
5849,11950,3
5850,11952,3
5851,11953,2
5852,11955,6
5853,11958,9
5854,11960,6
5855,11961,8
5856,11962,9
5857,11965,9
5858,11969,6
5859,11970,1
5860,11971,0
5861,11972,3
5862,11973,4
5863,11977,6
5864,11978,2
5865,11979,1
5866,11980,2
5867,11982,9
5868,11985,5
5869,11987,0
5870,11988,6
5871,11990,4
5872,11991,10
5873,11994,9
5874,12003,6
5875,12007,3
5876,12009,1
5877,12010,1
5878,12012,6
5879,12014,8
5880,12015,8
5881,12016,3
5882,12018,6
5883,12019,9
5884,12024,0
5885,12025,9
5886,12026,0
5887,12028,6
5888,12029,9
5889,12031,9
5890,12033,5
5891,12036,9
5892,12037,5
5893,12038,0
5894,12039,0
5895,12041,3
5896,12042,6
5897,12043,5
5898,12045,0
5899,12046,11
5900,12047,2
5901,12049,2
5902,12050,6
5903,12051,6
5904,12052,9
5905,12053,0
5906,12056,0
5907,12057,0
5908,12059,8
5909,12063,9
5910,12065,0
5911,12067,3
5912,12068,8
5913,12070,6
5914,12071,7
5915,12075,0
5916,12077,8
5917,12078,0
5918,12079,10
5919,12080,4
5920,12081,6
5921,12084,9
5922,12086,9
5923,12089,0
5924,12091,0
5925,12093,3
5926,12095,9
5927,12098,7
5928,12100,6
5929,12102,1
5930,12104,7
5931,12106,0
5932,12108,0
5933,12110,5
5934,12119,6
5935,12120,7
5936,12122,6
5937,12129,8
5938,12130,0
5939,12131,8
5940,12137,8
5941,12138,3
5942,12139,8
5943,12142,8
5944,12145,3
5945,12146,9
5946,12148,0
5947,12149,0
5948,12151,0
5949,12152,6
